AirPollutant,AirQualityLevel,FilterStation,Country,TypeOfMeasurementStation,City,datebegin,validity_notation
NO2,21.5,1,Italy,background,Avellino,17/04/2018,1
NO2,12.3,1,Italy,background,Avellino,18/04/2018,1
NO2,12.7,1,Italy,background,Avellino,19/04/2018,1
NO2,19.6,1,Italy,background,Avellino,20/04/2018,1
NO2,28.2,1,Italy,background,Avellino,21/04/2018,1
NO2,17.9,1,Italy,background,Avellino,22/04/2018,1
NO2,19.6,1,Italy,background,Avellino,23/04/2018,1
NO2,27.9,1,Italy,background,Avellino,24/04/2018,1
NO2,23.3,1,Italy,background,Avellino,25/04/2018,1
NO2,30.9,1,Italy,background,Avellino,26/04/2018,1
NO2,29.4,1,Italy,background,Avellino,27/04/2018,1
NO2,26.4,1,Italy,background,Avellino,28/04/2018,1
NO2,23.5,1,Italy,background,Avellino,29/04/2018,1
NO2,18.4,1,Italy,background,Avellino,30/04/2018,1
NO2,12.7,1,Italy,background,Avellino,01/05/2018,1
NO2,11.2,1,Italy,background,Avellino,02/05/2018,1
NO2,13.2,1,Italy,background,Avellino,03/05/2018,1
NO2,12.4,1,Italy,background,Avellino,04/05/2018,1
NO2,15.6,1,Italy,background,Avellino,05/05/2018,1
NO2,15.4,1,Italy,background,Avellino,06/05/2018,1
NO2,20.3,1,Italy,background,Avellino,07/05/2018,1
NO2,20.1,1,Italy,background,Avellino,08/05/2018,1
NO2,14.5,1,Italy,background,Avellino,09/05/2018,1
NO2,17.6,1,Italy,background,Avellino,10/05/2018,1
NO2,20.3,1,Italy,background,Avellino,11/05/2018,1
NO2,21.4,1,Italy,background,Avellino,12/05/2018,1
NO2,12.1,1,Italy,background,Avellino,13/05/2018,1
NO2,9.7,1,Italy,background,Avellino,14/05/2018,1
NO2,15.2,1,Italy,background,Avellino,15/05/2018,1
NO2,12.6,1,Italy,background,Avellino,16/05/2018,1
NO2,23.4,1,Italy,background,Avellino,17/05/2018,1
NO2,20.0,1,Italy,background,Avellino,18/05/2018,1
NO2,9.5,1,Italy,background,Avellino,19/05/2018,1
NO2,13.1,1,Italy,background,Avellino,20/05/2018,1
NO2,19.7,1,Italy,background,Avellino,21/05/2018,1
NO2,16.8,1,Italy,background,Avellino,22/05/2018,1
NO2,17.9,1,Italy,background,Avellino,23/05/2018,1
NO2,15.7,1,Italy,background,Avellino,24/05/2018,1
NO2,21.6,1,Italy,background,Avellino,25/05/2018,1
NO2,18.3,1,Italy,background,Avellino,26/05/2018,1
NO2,22.5,1,Italy,background,Avellino,27/05/2018,1
NO2,25.5,1,Italy,background,Avellino,28/05/2018,1
NO2,19.5,1,Italy,background,Avellino,29/05/2018,1
NO2,23.7,1,Italy,background,Avellino,30/05/2018,1
NO2,20.6,1,Italy,background,Avellino,31/05/2018,1
NO2,6.1,1,Italy,background,Avellino,24/02/2019,1
NO2,27.2,1,Italy,background,Avellino,26/02/2019,1
NO2,25.2,1,Italy,background,Avellino,27/02/2019,1
NO2,38.6,1,Italy,background,Avellino,03/03/2019,1
NO2,20.0,1,Italy,background,Avellino,04/03/2019,1
NO2,12.9,1,Italy,background,Avellino,05/03/2019,1
NO2,13.5,1,Italy,background,Avellino,06/03/2019,1
NO2,9.4,1,Italy,background,Avellino,07/03/2019,1
NO2,31.4,1,Italy,background,Avellino,08/03/2019,1
NO2,19.9,1,Italy,background,Avellino,09/03/2019,1
NO2,8.2,1,Italy,background,Avellino,10/03/2019,1
NO2,10.2,1,Italy,background,Avellino,11/03/2019,1
NO2,18.1,1,Italy,background,Avellino,13/03/2019,1
NO2,20.6,1,Italy,background,Avellino,15/03/2019,1
NO2,12.7,1,Italy,background,Avellino,16/03/2019,1
NO2,12.1,1,Italy,background,Avellino,17/03/2019,1
NO2,15.7,1,Italy,background,Avellino,18/03/2019,1
NO2,16.5,1,Italy,background,Avellino,19/03/2019,1
NO2,10.8,1,Italy,background,Avellino,20/03/2019,1
NO2,10.9,1,Italy,background,Avellino,21/03/2019,1
NO2,11.1,1,Italy,background,Avellino,22/03/2019,1
NO2,14.8,1,Italy,background,Avellino,23/03/2019,1
NO2,16.9,1,Italy,background,Avellino,25/03/2019,1
NO2,12.8,1,Italy,background,Avellino,26/03/2019,1
NO2,12.3,1,Italy,background,Avellino,27/03/2019,1
NO2,9.8,1,Italy,background,Avellino,28/03/2019,1
NO2,14.3,1,Italy,background,Avellino,04/04/2019,1
NO2,23.6,1,Italy,background,Avellino,05/04/2019,1
NO2,26.5,1,Italy,background,Avellino,06/04/2019,1
NO2,11.3,1,Italy,background,Avellino,07/04/2019,1
NO2,18.8,1,Italy,background,Avellino,08/04/2019,1
NO2,19.6,1,Italy,background,Avellino,09/04/2019,1
NO2,19.3,1,Italy,background,Avellino,10/04/2019,1
NO2,18.5,1,Italy,background,Avellino,11/04/2019,1
NO2,24.9,1,Italy,background,Avellino,12/04/2019,1
NO2,14.4,1,Italy,background,Avellino,13/04/2019,1
NO2,22.5,1,Italy,background,Avellino,14/04/2019,1
NO2,17.4,1,Italy,background,Avellino,15/04/2019,1
NO2,15.7,1,Italy,background,Avellino,20/04/2019,1
NO2,8.5,1,Italy,background,Avellino,21/04/2019,1
NO2,9.9,1,Italy,background,Avellino,22/04/2019,1
NO2,9.1,1,Italy,background,Avellino,23/04/2019,1
NO2,32.6,1,Italy,background,Avellino,24/04/2019,1
NO2,31.4,1,Italy,background,Avellino,25/04/2019,1
NO2,20.0,1,Italy,background,Avellino,26/04/2019,1
NO2,10.6,1,Italy,background,Avellino,27/04/2019,1
NO2,7.5,1,Italy,background,Avellino,28/04/2019,1
NO2,9.6,1,Italy,background,Avellino,29/04/2019,1
NO2,19.9,1,Italy,background,Avellino,30/04/2019,1
NO2,18.1,1,Italy,background,Avellino,01/05/2019,1
NO2,13.4,1,Italy,background,Avellino,03/05/2019,1
NO2,19.6,1,Italy,background,Avellino,04/05/2019,1
NO2,7.5,1,Italy,background,Avellino,05/05/2019,1
NO2,13.0,1,Italy,background,Avellino,09/05/2019,1
NO2,21.3,1,Italy,background,Avellino,10/05/2019,1
NO2,25.4,1,Italy,background,Avellino,11/05/2019,1
NO2,12.2,1,Italy,background,Avellino,12/05/2019,1
NO2,12.6,1,Italy,background,Avellino,13/05/2019,1
NO2,13.9,1,Italy,background,Avellino,16/05/2019,1
NO2,20.4,1,Italy,background,Avellino,17/05/2019,1
NO2,13.0,1,Italy,background,Avellino,18/05/2019,1
NO2,15.6,1,Italy,background,Avellino,22/05/2019,1
NO2,34.6,1,Italy,background,Avellino,23/05/2019,1
NO2,7.8,1,Italy,background,Avellino,29/05/2019,1
NO2,10.9,1,Italy,background,Avellino,30/05/2019,1
NO2,11.6,1,Italy,background,Avellino,31/05/2019,1
NO2,40.9,1,Italy,background,Salerno,04/03/2016,1
NO2,37.0,1,Italy,background,Salerno,05/03/2016,1
NO2,27.8,1,Italy,background,Salerno,06/03/2016,1
NO2,44.1,1,Italy,background,Salerno,07/03/2016,1
NO2,54.7,1,Italy,background,Salerno,08/03/2016,1
NO2,60.0,1,Italy,background,Salerno,09/03/2016,1
NO2,27.0,1,Italy,background,Salerno,11/03/2016,1
NO2,18.8,1,Italy,background,Salerno,12/03/2016,1
NO2,14.7,1,Italy,background,Salerno,13/03/2016,1
NO2,14.1,1,Italy,background,Salerno,14/03/2016,1
NO2,37.7,1,Italy,background,Salerno,15/03/2016,1
NO2,43.2,1,Italy,background,Salerno,16/03/2016,1
NO2,34.8,1,Italy,background,Salerno,18/03/2016,1
NO2,48.0,1,Italy,background,Salerno,19/03/2016,1
NO2,45.7,1,Italy,background,Salerno,20/03/2016,1
NO2,67.9,1,Italy,background,Salerno,21/03/2016,1
NO2,46.0,1,Italy,background,Salerno,22/03/2016,1
NO2,15.0,1,Italy,background,Salerno,24/03/2016,1
NO2,21.0,1,Italy,background,Salerno,25/03/2016,1
NO2,54.1,1,Italy,background,Salerno,26/03/2016,1
NO2,38.4,1,Italy,background,Salerno,27/03/2016,1
NO2,37.7,1,Italy,background,Salerno,28/03/2016,1
NO2,39.6,1,Italy,background,Salerno,29/03/2016,1
NO2,43.5,1,Italy,background,Salerno,30/03/2016,1
NO2,60.7,1,Italy,background,Salerno,31/03/2016,1
NO2,30.0,1,Italy,background,Salerno,02/04/2016,1
NO2,33.0,1,Italy,background,Salerno,03/04/2016,1
NO2,54.1,1,Italy,background,Salerno,04/04/2016,1
NO2,62.3,1,Italy,background,Salerno,05/04/2016,1
NO2,58.9,1,Italy,background,Salerno,06/04/2016,1
NO2,56.1,1,Italy,background,Salerno,07/04/2016,1
NO2,42.3,1,Italy,background,Salerno,08/04/2016,1
NO2,27.1,1,Italy,background,Salerno,09/04/2016,1
NO2,32.2,1,Italy,background,Salerno,10/04/2016,1
NO2,41.1,1,Italy,background,Salerno,11/04/2016,1
NO2,58.4,1,Italy,background,Salerno,12/04/2016,1
NO2,70.0,1,Italy,background,Salerno,13/04/2016,1
NO2,37.2,1,Italy,background,Salerno,14/04/2016,1
NO2,44.0,1,Italy,background,Salerno,15/04/2016,1
NO2,56.6,1,Italy,background,Salerno,17/04/2016,1
NO2,63.0,1,Italy,background,Salerno,18/04/2016,1
NO2,37.1,1,Italy,background,Salerno,19/04/2016,1
NO2,11.9,1,Italy,background,Salerno,20/04/2016,1
NO2,38.7,1,Italy,background,Salerno,21/04/2016,1
NO2,46.6,1,Italy,background,Salerno,22/04/2016,1
NO2,27.3,1,Italy,background,Salerno,23/04/2016,1
NO2,19.3,1,Italy,background,Salerno,24/04/2016,1
NO2,21.4,1,Italy,background,Salerno,25/04/2016,1
NO2,38.2,1,Italy,background,Salerno,27/04/2016,1
NO2,59.2,1,Italy,background,Salerno,28/04/2016,1
NO2,32.5,1,Italy,background,Salerno,29/04/2016,1
NO2,27.8,1,Italy,background,Salerno,30/04/2016,1
NO2,19.9,1,Italy,background,Salerno,01/05/2016,1
NO2,32.4,1,Italy,background,Salerno,02/05/2016,1
NO2,25.3,1,Italy,background,Salerno,03/05/2016,1
NO2,21.5,1,Italy,background,Salerno,04/05/2016,1
NO2,14.4,1,Italy,background,Salerno,05/05/2016,1
NO2,35.5,1,Italy,background,Salerno,06/05/2016,1
NO2,45.5,1,Italy,background,Salerno,07/05/2016,1
NO2,37.7,1,Italy,background,Salerno,08/05/2016,1
NO2,51.8,1,Italy,background,Salerno,09/05/2016,1
NO2,47.7,1,Italy,background,Salerno,11/05/2016,1
NO2,31.3,1,Italy,background,Salerno,12/05/2016,1
NO2,29.9,1,Italy,background,Salerno,13/05/2016,1
NO2,26.5,1,Italy,background,Salerno,14/05/2016,1
NO2,29.6,1,Italy,background,Salerno,15/05/2016,1
NO2,39.8,1,Italy,background,Salerno,16/05/2016,1
NO2,31.0,1,Italy,background,Salerno,17/05/2016,1
NO2,38.6,1,Italy,background,Salerno,18/05/2016,1
NO2,37.2,1,Italy,background,Salerno,19/05/2016,1
NO2,24.1,1,Italy,background,Salerno,20/05/2016,1
NO2,17.3,1,Italy,background,Salerno,21/05/2016,1
NO2,43.3,1,Italy,background,Salerno,22/05/2016,1
NO2,68.3,1,Italy,background,Salerno,27/05/2016,1
NO2,54.2,1,Italy,background,Salerno,28/05/2016,1
NO2,30.4,1,Italy,background,Salerno,29/05/2016,1
NO2,31.2,1,Italy,background,Salerno,30/05/2016,1
NO2,46.7,1,Italy,background,Salerno,31/05/2016,1
NO2,78.3,1,Italy,background,Salerno,01/02/2017,1
NO2,84.4,1,Italy,background,Salerno,02/02/2017,1
NO2,46.6,1,Italy,background,Salerno,03/02/2017,1
NO2,25.1,1,Italy,background,Salerno,04/02/2017,1
NO2,27.6,1,Italy,background,Salerno,05/02/2017,1
NO2,45.2,1,Italy,background,Salerno,06/02/2017,1
NO2,27.7,1,Italy,background,Salerno,07/02/2017,1
NO2,36.3,1,Italy,background,Salerno,08/02/2017,1
NO2,24.9,1,Italy,background,Salerno,09/02/2017,1
NO2,33.4,1,Italy,background,Salerno,10/02/2017,1
NO2,48.7,1,Italy,background,Salerno,11/02/2017,1
NO2,39.2,1,Italy,background,Salerno,12/02/2017,1
NO2,39.8,1,Italy,background,Salerno,13/02/2017,1
NO2,28.5,1,Italy,background,Salerno,14/02/2017,1
NO2,61.5,1,Italy,background,Salerno,15/02/2017,1
NO2,83.1,1,Italy,background,Salerno,16/02/2017,1
NO2,78.9,1,Italy,background,Salerno,17/02/2017,1
NO2,48.2,1,Italy,background,Salerno,18/02/2017,1
NO2,23.6,1,Italy,background,Salerno,19/02/2017,1
NO2,54.1,1,Italy,background,Salerno,20/02/2017,1
NO2,60.6,1,Italy,background,Salerno,21/02/2017,1
NO2,75.2,1,Italy,background,Salerno,22/02/2017,1
NO2,62.0,1,Italy,background,Salerno,23/02/2017,1
NO2,67.5,1,Italy,background,Salerno,24/02/2017,1
NO2,27.2,1,Italy,background,Salerno,25/02/2017,1
NO2,14.9,1,Italy,background,Salerno,26/02/2017,1
NO2,57.5,1,Italy,background,Salerno,27/02/2017,1
NO2,44.7,1,Italy,background,Salerno,28/02/2017,1
NO2,33.5,1,Italy,background,Salerno,01/03/2017,1
NO2,63.2,1,Italy,background,Salerno,02/03/2017,1
NO2,71.0,1,Italy,background,Salerno,03/03/2017,1
NO2,47.3,1,Italy,background,Salerno,04/03/2017,1
NO2,34.4,1,Italy,background,Salerno,05/03/2017,1
NO2,47.8,1,Italy,background,Salerno,06/03/2017,1
NO2,24.8,1,Italy,background,Salerno,07/03/2017,1
NO2,29.6,1,Italy,background,Salerno,15/03/2017,1
NO2,45.0,1,Italy,background,Salerno,16/03/2017,1
NO2,82.4,1,Italy,background,Salerno,17/03/2017,1
NO2,49.8,1,Italy,background,Salerno,18/03/2017,1
NO2,39.1,1,Italy,background,Salerno,19/03/2017,1
NO2,49.4,1,Italy,background,Salerno,20/03/2017,1
NO2,59.0,1,Italy,background,Salerno,21/03/2017,1
NO2,61.3,1,Italy,background,Salerno,22/03/2017,1
NO2,60.8,1,Italy,background,Salerno,23/03/2017,1
NO2,79.0,1,Italy,background,Salerno,24/03/2017,1
NO2,59.5,1,Italy,background,Salerno,25/03/2017,1
NO2,56.6,1,Italy,background,Salerno,26/03/2017,1
NO2,23.5,1,Italy,background,Salerno,27/03/2017,1
NO2,26.7,1,Italy,background,Salerno,28/03/2017,1
NO2,51.6,1,Italy,background,Salerno,29/03/2017,1
NO2,71.2,1,Italy,background,Salerno,30/03/2017,1
NO2,63.2,1,Italy,background,Salerno,31/03/2017,1
NO2,61.0,1,Italy,background,Salerno,01/04/2017,1
NO2,50.9,1,Italy,background,Salerno,02/04/2017,1
NO2,51.0,1,Italy,background,Salerno,03/04/2017,1
NO2,51.2,1,Italy,background,Salerno,04/04/2017,1
NO2,63.3,1,Italy,background,Salerno,05/04/2017,1
NO2,26.5,1,Italy,background,Salerno,07/04/2017,1
NO2,47.0,1,Italy,background,Salerno,08/04/2017,1
NO2,50.1,1,Italy,background,Salerno,09/04/2017,1
NO2,57.8,1,Italy,background,Salerno,10/04/2017,1
NO2,50.8,1,Italy,background,Salerno,11/04/2017,1
NO2,60.9,1,Italy,background,Salerno,12/04/2017,1
NO2,50.2,1,Italy,background,Salerno,13/04/2017,1
NO2,55.7,1,Italy,background,Salerno,14/04/2017,1
NO2,39.6,1,Italy,background,Salerno,15/04/2017,1
NO2,32.2,1,Italy,background,Salerno,16/04/2017,1
NO2,32.1,1,Italy,background,Salerno,17/04/2017,1
NO2,39.7,1,Italy,background,Salerno,18/04/2017,1
NO2,12.5,1,Italy,background,Salerno,19/04/2017,1
NO2,19.5,1,Italy,background,Salerno,20/04/2017,1
NO2,19.1,1,Italy,background,Salerno,21/04/2017,1
NO2,29.5,1,Italy,background,Salerno,22/04/2017,1
NO2,52.8,1,Italy,background,Salerno,23/04/2017,1
NO2,62.1,1,Italy,background,Salerno,24/04/2017,1
NO2,50.3,1,Italy,background,Salerno,25/04/2017,1
NO2,60.2,1,Italy,background,Salerno,26/04/2017,1
NO2,57.0,1,Italy,background,Salerno,27/04/2017,1
NO2,16.8,1,Italy,background,Salerno,29/04/2017,1
NO2,21.0,1,Italy,background,Salerno,30/04/2017,1
NO2,40.8,1,Italy,background,Salerno,01/05/2017,1
NO2,59.7,1,Italy,background,Salerno,02/05/2017,1
NO2,42.8,1,Italy,background,Salerno,03/05/2017,1
NO2,40.2,1,Italy,background,Salerno,04/05/2017,1
NO2,49.3,1,Italy,background,Salerno,05/05/2017,1
NO2,42.9,1,Italy,background,Salerno,06/05/2017,1
NO2,19.8,1,Italy,background,Salerno,07/05/2017,1
NO2,35.2,1,Italy,background,Salerno,08/05/2017,1
NO2,40.5,1,Italy,background,Salerno,09/05/2017,1
NO2,48.5,1,Italy,background,Salerno,10/05/2017,1
NO2,60.3,1,Italy,background,Salerno,11/05/2017,1
NO2,37.7,1,Italy,background,Salerno,13/05/2017,1
NO2,34.7,1,Italy,background,Salerno,14/05/2017,1
NO2,45.9,1,Italy,background,Salerno,15/05/2017,1
NO2,21.1,1,Italy,background,Salerno,16/05/2017,1
NO2,21.1,1,Italy,background,Salerno,17/05/2017,1
NO2,55.5,1,Italy,background,Salerno,18/05/2017,1
NO2,50.8,1,Italy,background,Salerno,19/05/2017,1
NO2,21.8,1,Italy,background,Salerno,20/05/2017,1
NO2,21.6,1,Italy,background,Salerno,21/05/2017,1
NO2,36.1,1,Italy,background,Salerno,22/05/2017,1
NO2,47.0,1,Italy,background,Salerno,23/05/2017,1
NO2,43.5,1,Italy,background,Salerno,24/05/2017,1
NO2,28.4,1,Italy,background,Salerno,25/05/2017,1
NO2,17.9,1,Italy,background,Salerno,26/05/2017,1
NO2,20.8,1,Italy,background,Salerno,27/05/2017,1
NO2,16.4,1,Italy,background,Salerno,28/05/2017,1
NO2,49.5,1,Italy,background,Salerno,29/05/2017,1
NO2,46.1,1,Italy,background,Salerno,30/05/2017,1
NO2,46.5,1,Italy,background,Salerno,31/05/2017,1
NO2,43.0,1,Italy,background,Salerno,20/02/2018,1
NO2,52.5,1,Italy,background,Salerno,01/03/2018,1
NO2,37.1,1,Italy,background,Salerno,02/03/2018,1
NO2,36.6,1,Italy,background,Salerno,03/03/2018,1
NO2,35.8,1,Italy,background,Salerno,04/03/2018,1
NO2,38.9,1,Italy,background,Salerno,05/03/2018,1
NO2,36.7,1,Italy,background,Salerno,06/03/2018,1
NO2,35.1,1,Italy,background,Salerno,07/03/2018,1
NO2,48.1,1,Italy,background,Salerno,08/03/2018,1
NO2,50.2,1,Italy,background,Salerno,09/03/2018,1
NO2,53.2,1,Italy,background,Salerno,10/03/2018,1
NO2,34.8,1,Italy,background,Salerno,11/03/2018,1
NO2,46.7,1,Italy,background,Salerno,14/03/2018,1
NO2,56.8,1,Italy,background,Salerno,15/03/2018,1
NO2,43.8,1,Italy,background,Salerno,16/03/2018,1
NO2,30.1,1,Italy,background,Salerno,17/03/2018,1
NO2,30.6,1,Italy,background,Salerno,18/03/2018,1
NO2,41.0,1,Italy,background,Salerno,19/03/2018,1
NO2,39.7,1,Italy,background,Salerno,20/03/2018,1
NO2,16.1,1,Italy,background,Salerno,21/03/2018,1
NO2,8.8,1,Italy,background,Salerno,22/03/2018,1
NO2,19.8,1,Italy,background,Salerno,23/03/2018,1
NO2,32.7,1,Italy,background,Salerno,24/03/2018,1
NO2,15.4,1,Italy,background,Salerno,25/03/2018,1
NO2,32.0,1,Italy,background,Salerno,26/03/2018,1
NO2,49.0,1,Italy,background,Salerno,29/03/2018,1
NO2,47.9,1,Italy,background,Salerno,30/03/2018,1
NO2,41.2,1,Italy,background,Salerno,31/03/2018,1
NO2,23.8,1,Italy,background,Salerno,01/04/2018,1
NO2,37.6,1,Italy,background,Salerno,02/04/2018,1
NO2,56.7,1,Italy,background,Salerno,03/04/2018,1
NO2,72.0,1,Italy,background,Salerno,04/04/2018,1
NO2,44.7,1,Italy,background,Salerno,05/04/2018,1
NO2,24.5,1,Italy,background,Salerno,06/04/2018,1
NO2,39.2,1,Italy,background,Salerno,07/04/2018,1
NO2,50.8,1,Italy,background,Salerno,08/04/2018,1
NO2,42.8,1,Italy,background,Salerno,10/04/2018,1
NO2,50.5,1,Italy,background,Salerno,11/04/2018,1
NO2,34.9,1,Italy,background,Salerno,12/04/2018,1
NO2,48.9,1,Italy,background,Salerno,13/04/2018,1
NO2,12.4,1,Italy,background,Salerno,14/04/2018,1
NO2,13.0,1,Italy,background,Salerno,15/04/2018,1
NO2,33.8,1,Italy,background,Salerno,16/04/2018,1
NO2,34.5,1,Italy,background,Salerno,17/04/2018,1
NO2,12.8,1,Italy,background,Salerno,18/04/2018,1
NO2,19.9,1,Italy,background,Salerno,19/04/2018,1
NO2,44.5,1,Italy,background,Salerno,20/04/2018,1
NO2,40.0,1,Italy,background,Salerno,21/04/2018,1
NO2,30.8,1,Italy,background,Salerno,22/04/2018,1
NO2,42.4,1,Italy,background,Salerno,23/04/2018,1
NO2,42.3,1,Italy,background,Salerno,24/04/2018,1
NO2,41.0,1,Italy,background,Salerno,25/04/2018,1
NO2,52.0,1,Italy,background,Salerno,26/04/2018,1
NO2,71.2,1,Italy,background,Salerno,27/04/2018,1
NO2,35.3,1,Italy,background,Salerno,01/05/2018,1
NO2,25.5,1,Italy,background,Salerno,02/05/2018,1
NO2,32.0,1,Italy,background,Salerno,03/05/2018,1
NO2,28.8,1,Italy,background,Salerno,04/05/2018,1
NO2,30.6,1,Italy,background,Salerno,05/05/2018,1
NO2,28.9,1,Italy,background,Salerno,06/05/2018,1
NO2,41.7,1,Italy,background,Salerno,07/05/2018,1
NO2,38.9,1,Italy,background,Salerno,08/05/2018,1
NO2,28.3,1,Italy,background,Salerno,09/05/2018,1
NO2,31.2,1,Italy,background,Salerno,10/05/2018,1
NO2,30.3,1,Italy,background,Salerno,11/05/2018,1
NO2,26.9,1,Italy,background,Salerno,12/05/2018,1
NO2,29.7,1,Italy,background,Salerno,13/05/2018,1
NO2,18.2,1,Italy,background,Salerno,14/05/2018,1
NO2,34.9,1,Italy,background,Salerno,15/05/2018,1
NO2,32.1,1,Italy,background,Salerno,16/05/2018,1
NO2,31.2,1,Italy,background,Salerno,17/05/2018,1
NO2,31.9,1,Italy,background,Salerno,18/05/2018,1
NO2,27.3,1,Italy,background,Salerno,19/05/2018,1
NO2,22.8,1,Italy,background,Salerno,20/05/2018,1
NO2,31.3,1,Italy,background,Salerno,21/05/2018,1
NO2,32.7,1,Italy,background,Salerno,22/05/2018,1
NO2,38.8,1,Italy,background,Salerno,23/05/2018,1
NO2,35.1,1,Italy,background,Salerno,24/05/2018,1
NO2,33.2,1,Italy,background,Salerno,25/05/2018,1
NO2,36.6,1,Italy,background,Salerno,26/05/2018,1
NO2,33.7,1,Italy,background,Salerno,27/05/2018,1
NO2,46.5,1,Italy,background,Salerno,28/05/2018,1
NO2,48.2,1,Italy,background,Salerno,29/05/2018,1
NO2,41.8,1,Italy,background,Salerno,30/05/2018,1
NO2,38.7,1,Italy,background,Salerno,31/05/2018,1
NO2,24.8,1,Italy,background,Salerno,27/02/2019,1
NO2,64.8,1,Italy,background,Salerno,03/03/2019,1
NO2,68.8,1,Italy,background,Salerno,06/03/2019,1
NO2,92.1,1,Italy,background,Salerno,07/03/2019,1
NO2,84.9,1,Italy,background,Salerno,08/03/2019,1
NO2,59.8,1,Italy,background,Salerno,09/03/2019,1
NO2,48.8,1,Italy,background,Salerno,10/03/2019,1
NO2,41.0,1,Italy,background,Salerno,11/03/2019,1
NO2,46.7,1,Italy,background,Salerno,13/03/2019,1
NO2,66.4,1,Italy,background,Salerno,15/03/2019,1
NO2,60.7,1,Italy,background,Salerno,16/03/2019,1
NO2,47.0,1,Italy,background,Salerno,17/03/2019,1
NO2,51.3,1,Italy,background,Salerno,18/03/2019,1
NO2,40.6,1,Italy,background,Salerno,19/03/2019,1
NO2,12.1,1,Italy,background,Salerno,20/03/2019,1
NO2,17.0,1,Italy,background,Salerno,21/03/2019,1
NO2,18.8,1,Italy,background,Salerno,22/03/2019,1
NO2,27.7,1,Italy,background,Salerno,23/03/2019,1
NO2,55.6,1,Italy,background,Salerno,24/03/2019,1
NO2,63.6,1,Italy,background,Salerno,25/03/2019,1
NO2,33.0,1,Italy,background,Salerno,26/03/2019,1
NO2,13.7,1,Italy,background,Salerno,27/03/2019,1
NO2,70.2,1,Italy,background,Salerno,03/04/2019,1
NO2,62.2,1,Italy,background,Salerno,04/04/2019,1
NO2,40.6,1,Italy,background,Salerno,05/04/2019,1
NO2,38.7,1,Italy,background,Salerno,07/04/2019,1
NO2,46.1,1,Italy,background,Salerno,08/04/2019,1
NO2,44.9,1,Italy,background,Salerno,09/04/2019,1
NO2,65.3,1,Italy,background,Salerno,10/04/2019,1
NO2,53.0,1,Italy,background,Salerno,11/04/2019,1
NO2,56.6,1,Italy,background,Salerno,12/04/2019,1
NO2,36.5,1,Italy,background,Salerno,13/04/2019,1
NO2,47.1,1,Italy,background,Salerno,14/04/2019,1
NO2,33.7,1,Italy,background,Salerno,15/04/2019,1
NO2,59.3,1,Italy,background,Salerno,19/04/2019,1
NO2,54.4,1,Italy,background,Salerno,20/04/2019,1
NO2,20.3,1,Italy,background,Salerno,21/04/2019,1
NO2,39.1,1,Italy,background,Salerno,22/04/2019,1
NO2,61.8,1,Italy,background,Salerno,23/04/2019,1
NO2,72.4,1,Italy,background,Salerno,24/04/2019,1
NO2,73.6,1,Italy,background,Salerno,25/04/2019,1
NO2,64.1,1,Italy,background,Salerno,26/04/2019,1
NO2,38.5,1,Italy,background,Salerno,27/04/2019,1
NO2,40.2,1,Italy,background,Salerno,28/04/2019,1
NO2,55.3,1,Italy,background,Salerno,30/04/2019,1
NO2,45.8,1,Italy,background,Salerno,01/05/2019,1
NO2,55.0,1,Italy,background,Salerno,03/05/2019,1
NO2,53.2,1,Italy,background,Salerno,04/05/2019,1
NO2,29.3,1,Italy,background,Salerno,05/05/2019,1
NO2,38.0,1,Italy,background,Salerno,06/05/2019,1
NO2,29.5,1,Italy,background,Salerno,07/05/2019,1
NO2,61.9,1,Italy,background,Salerno,08/05/2019,1
NO2,76.3,1,Italy,background,Salerno,09/05/2019,1
NO2,38.4,1,Italy,background,Salerno,15/05/2019,1
NO2,25.2,1,Italy,background,Salerno,16/05/2019,1
NO2,57.4,1,Italy,background,Salerno,17/05/2019,1
NO2,60.0,1,Italy,background,Salerno,18/05/2019,1
NO2,46.0,1,Italy,background,Salerno,19/05/2019,1
NO2,58.2,1,Italy,background,Salerno,20/05/2019,1
NO2,54.1,1,Italy,background,Salerno,23/05/2019,1
NO2,28.3,1,Italy,background,Salerno,29/05/2019,1
NO2,21.0,1,Italy,background,Avellino,03/03/2016,1
NO2,33.4,1,Italy,background,Avellino,10/03/2016,1
NO2,18.6,1,Italy,background,Avellino,09/04/2016,1
NO2,35.8,1,Italy,background,Avellino,04/05/2016,1
NO2,33.5,1,Italy,background,Avellino,05/05/2016,1
NO2,47.0,1,Italy,background,Avellino,06/05/2016,1
NO2,53.0,1,Italy,background,Avellino,07/05/2016,1
NO2,40.3,1,Italy,background,Avellino,08/05/2016,1
NO2,40.9,1,Italy,background,Avellino,10/05/2016,1
NO2,40.1,1,Italy,background,Avellino,11/05/2016,1
NO2,22.1,1,Italy,background,Avellino,12/05/2016,1
NO2,18.2,1,Italy,background,Avellino,13/05/2016,1
NO2,19.0,1,Italy,background,Avellino,14/05/2016,1
NO2,23.4,1,Italy,background,Avellino,21/05/2016,1
NO2,27.7,1,Italy,background,Avellino,22/05/2016,1
NO2,15.9,1,Italy,background,Avellino,24/05/2016,1
NO2,20.7,1,Italy,background,Avellino,25/05/2016,1
NO2,27.7,1,Italy,background,Avellino,26/05/2016,1
NO2,32.1,1,Italy,background,Avellino,27/05/2016,1
