"state","county","AQI_2019","AQI_4years","SO2","O3","PM2.5","PM10","NO2","NO","NOx","CO"
"Indiana","St. Joseph",41,41,NA,0.0412806666666667,8.282111,NA,8.799702,5.323934,11.532011,NA
"Indiana","Shelby",36,37.5,NA,0.043396,NA,NA,NA,NA,NA,NA
"Indiana","Spencer",31,31.5,NA,NA,7.917949,NA,NA,NA,NA,NA
"Indiana","Sullivan",31,NA,NA,NA,8.124138,NA,NA,NA,NA,NA
"Indiana","Tippecanoe",33,33.25,NA,NA,8.776353,NA,NA,NA,NA,NA
"Indiana","Vanderburgh",41,41.25,0.356674,0.0420875,8.2030645,14.196721,8.093168,4.69269,10.941734,0.319461
"Indiana","Vigo",45,43.5,1.133477,0.04315,8.565903,15.263158,NA,NA,NA,NA
"Indiana","Wabash",37,35.5,NA,0.043726,NA,NA,NA,NA,NA,NA
"Indiana","Warrick",36,38.5,NA,0.042992,NA,NA,NA,NA,NA,NA
"Indiana","Whitley",33,31.75,NA,NA,8.318966,NA,NA,NA,NA,NA
"Iowa","Black Hawk",31,39,NA,NA,7.670833,NA,NA,NA,NA,NA
"Iowa","Bremer",37,35.75,NA,0.039223,NA,NA,NA,NA,NA,NA
"Iowa","Cerro Gordo",15,15.25,NA,NA,NA,17.101695,NA,NA,NA,NA
"Iowa","Clinton",42,47.25,0.597704,0.039108,8.603189,NA,NA,NA,NA,NA
"Iowa","Harrison",38,38.25,NA,0.040866,NA,NA,NA,NA,NA,NA
"Iowa","Johnson",35,34.75,NA,NA,9.398442,NA,NA,NA,NA,NA
"Iowa","Lee",29,31.75,NA,NA,8.281667,NA,NA,NA,NA,NA
"Iowa","Linn",39,40.75,0.3546705,0.038092,7.474438,17.491803,NA,NA,NA,NA
"Iowa","Montgomery",37,38.5,NA,0.039139,6.526446,NA,NA,NA,NA,NA
"Iowa","Muscatine",32,37.25,0.466903666666667,NA,7.90378166666667,16.210084,NA,NA,NA,NA
"Iowa","Palo Alto",38,39,NA,0.040452,6.426316,NA,NA,NA,NA,NA
"Iowa","Polk",39,39,NA,0.039196,7.006026,16.925926,6.279815,1.650063,7.978221,0.213734
"Iowa","Pottawattamie",29,30.75,NA,NA,7.516071,19.12844,NA,NA,NA,NA
"Iowa","Scott",45,50.75,0.46623,0.0380155,8.7892215,24.4801005,NA,0.968139,NA,0.194914
"Iowa","Van Buren",37,39.75,0.141074,0.040121,7.175833,14.075,1.96903,0.09726,2.101065,NA
"Iowa","Woodbury",28,17.5,NA,NA,7.450847,NA,NA,NA,NA,NA
"Kansas","Chase",22,21,NA,NA,NA,NA,NA,NA,NA,NA
"Kansas","Ford",15,16,NA,NA,NA,18.210526,NA,NA,NA,NA
"Kansas","Johnson",36,36.25,NA,0.03907,7.230681,NA,NA,NA,NA,NA
"Kansas","Leavenworth",33,33.75,NA,0.039844,NA,NA,NA,NA,NA,NA
"Kansas","Neosho",40,37.5,1.032202,0.040728,8.961582,20.624294,2.497039,0.473055,3.014608,NA
"Kansas","Sedgwick",39,40.75,NA,0.0426435,7.977268,18.8727945,6.47334,2.574963,8.892599,NA
"Kansas","Shawnee",41,39.5,NA,0.040527,9.291317,15.366438,NA,NA,NA,NA
"Kansas","Sherman",12,15.25,NA,NA,NA,15.944134,NA,NA,NA,NA
"Kansas","Sumner",39,37.5,0.796785,0.04295,7.598165,19.485531,3.126986,0.455854,3.62143,NA
"Kansas","Trego",36,36.75,0.679969,0.041991,5.300612,10.08642,1.220924,0.36494,1.375476,NA
"Kansas","Wyandotte",41,41.5,0.697793,0.036339,9.02561,15.971774,8.093055,3.998181,11.840026,0.200918
"Kentucky","Bell",39,39,NA,0.041384,7.313115,NA,NA,NA,NA,NA
"Kentucky","Boone",39,38.25,NA,0.042262,NA,NA,NA,NA,NA,NA
"Kentucky","Boyd",39,39.75,0.043434,0.042083,7.755587,18.25,4.905991,2.398596,7.578215,NA
"Kentucky","Bullitt",41,39.25,NA,0.044029,NA,NA,NA,NA,NA,NA
"Kentucky","Campbell",40,41.25,0.103345,0.042565,8.156923,NA,4.003928,0.622909,4.583756,NA
"Kentucky","Carter",36,35.5,NA,0.039488,5.683471,8.241379,NA,NA,NA,NA
"Kentucky","Christian",39,39.25,NA,0.040868,8.487736,NA,NA,NA,NA,NA
"Kentucky","Daviess",43,42.5,0.695601,0.044793,8.642363,NA,4.050977,0.553607,4.781187,NA
"Kentucky","Edmonson",41,39,0.22305,0.045004,NA,NA,NA,0.106038,NA,0.169051
"Kentucky","Fayette",42,40,0.087944,0.043816,8.208986,12.821429,6.163708,0.984656,7.176642,NA
"Kentucky","Greenup",31,30,0.271284,0.039145,NA,NA,NA,NA,NA,NA
"Kentucky","Hancock",42,39.75,NA,0.044607,NA,NA,NA,NA,NA,NA
"Kentucky","Hardin",39,41,NA,0.043611,7.708824,NA,NA,NA,NA,NA
"Kentucky","Henderson",3,33.5,1.282251,NA,10.105085,10.4,NA,NA,NA,NA
"Kentucky","Jefferson",49,47.5,0.847123666666667,0.0428943333333333,9.8538904,18.1591785,12.223268,3.486326,NA,0.264421
"Kentucky","Jessamine",35,34.25,0.199,0.044037,NA,NA,NA,NA,NA,NA
"Kentucky","Livingston",41,39.75,NA,0.043654,NA,12.716667,NA,NA,NA,NA
"Kentucky","McCracken",44,43,0.137526,0.044008,9.521008,14.711538,4.614271,1.421788,6.246953,NA
"Kentucky","Morgan",36,36,NA,0.041925,NA,NA,NA,NA,NA,NA
"Kentucky","Oldham",42,40.25,NA,0.044763,NA,NA,NA,NA,NA,NA
"Kentucky","Perry",39,39.5,NA,0.041469,7.891176,NA,NA,NA,NA,NA
"Kentucky","Pike",36,37.75,NA,0.039523,7.035211,NA,NA,NA,NA,NA
"Kentucky","Pulaski",40,39,NA,0.041574,7.020661,NA,NA,NA,NA,NA
"Kentucky","Simpson",40,39.5,NA,0.042255,NA,NA,NA,NA,NA,NA
"Kentucky","Trigg",37,36.25,NA,0.043509,NA,NA,NA,NA,NA,NA
"Kentucky","Warren",40,39.75,NA,0.042067,9.222581,NA,NA,NA,NA,NA
"Kentucky","Washington",39,37.5,NA,0.045207,NA,NA,NA,NA,NA,NA
"Louisiana","Ascension",33,33.5,NA,0.036941,NA,NA,6.255931,1.636142,7.804314,NA
"Louisiana","Bossier",34,36.5,0.438036,0.035828,NA,16.451923,NA,NA,NA,NA
"Louisiana","Caddo",37,36.75,NA,0.039979,10.817143,NA,NA,NA,NA,NA
"Louisiana","Calcasieu",45,44.5,0.4329545,0.0365765,6.790435,NA,7.535519,3.243155,10.440282,NA
"Louisiana","East Baton Rouge",42,44,0.421275,0.035854,8.215537,16.759644,5.912112,1.654153,7.019697,0.188502
"Louisiana","Iberville",37,37.75,NA,0.0376135,8.478689,NA,2.753736,1.077022,4.010202,NA
"Louisiana","Jefferson",38,38.75,NA,0.039435,7.431981,NA,5.42186,0.855314,6.280012,NA
"Louisiana","Lafayette",41,40.5,NA,0.038039,7.953719,14.891239,NA,NA,NA,NA
"Louisiana","Lafourche",41,37.25,NA,0.036557,NA,NA,NA,NA,NA,NA
"Louisiana","Livingston",41,40.75,NA,0.038331,NA,NA,2.220694,0.666082,2.875864,NA
"Louisiana","Orleans",29,35,NA,NA,7.847934,17.436578,9.5378,4.739372,14.300255,0.274454
"Louisiana","Ouachita",34,34,NA,0.038669,7.25,NA,NA,NA,NA,NA
"Louisiana","Pointe Coupee",33,32.25,NA,0.036706,NA,NA,NA,NA,NA,NA
"Louisiana","Rapides",30,31.5,NA,NA,7.52437,NA,NA,NA,NA,NA
"Louisiana","St. Bernard",44,42,1.200664,0.038512,7.783607,15.861272,NA,NA,NA,NA
"Louisiana","St. Charles",3,NA,2.153039,NA,NA,NA,NA,NA,NA,NA
"Louisiana","St. James",28,29.25,0.347312,0.031672,NA,NA,NA,NA,NA,NA
"Louisiana","St. John the Baptist",33,33,NA,0.03623,NA,NA,NA,NA,NA,NA
"Louisiana","St. Martin",34,35.5,NA,0.037136,NA,NA,NA,NA,NA,NA
"Louisiana","St. Tammany",37,36.75,NA,0.03712,NA,NA,NA,NA,NA,NA
"Louisiana","Tangipahoa",30,29.25,NA,NA,7.126667,NA,NA,NA,NA,NA
"Louisiana","Terrebonne",28,27.75,NA,NA,7.475833,NA,NA,NA,NA,NA
"Louisiana","West Baton Rouge",39,39.25,0.851895,0.034989,8.957429,NA,9.192136,3.541532,12.514014,NA
"Maine","Androscoggin",31,33,NA,0.035284,5.180845,10.644068,NA,NA,NA,NA
"Maine","Aroostook",34,35,0.062634,0.0310375,4.46804166666667,12.62069,1.893468,0.572295,2.521981,0.14933
"Maine","Cumberland",39,37,0.081195,0.036563,7.9191485,18.766667,6.963033,1.2062685,9.284952,0.192696
"Maine","Hancock",36,36.5,0.045603,0.0386925,3.296154,5.08547,NA,0.029575,NA,0.118879
"Maine","Kennebec",28,29.75,0.184262,0.036866,5.03,10.333333,2.796032,0.477133,3.314761,NA
"Maine","Knox",36,35,NA,0.037624,NA,NA,NA,NA,NA,NA
"Maine","Oxford",30,32.75,NA,0.035492,4.32622,NA,NA,NA,NA,NA
"Maine","Penobscot",31,32.5,NA,0.036874,4.2630735,15.701271,NA,NA,NA,NA
"Maine","Washington",34,34.25,NA,0.0351325,NA,NA,NA,NA,NA,NA
"Maine","York",38,37.5,NA,0.0369203333333333,NA,NA,NA,NA,NA,NA
"Maryland","Allegany",1,NA,1.489625,NA,NA,NA,NA,NA,NA,NA
"Maryland","Anne Arundel",41,39.75,1.303704,0.050029,NA,12.066667,NA,NA,NA,NA
"Maryland","Baltimore",43,42.25,0.664428,0.046991,7.8608065,NA,11.543731,3.609798,NA,0.262418
"Maryland","Calvert",39,40.75,NA,0.041991,NA,NA,NA,NA,NA,NA
"Maryland","Carroll",43,41.75,NA,0.045638,NA,NA,NA,NA,NA,NA
"Maryland","Cecil",39,40.75,NA,0.045175,6.398873,NA,NA,NA,NA,NA
"Maryland","Charles",40,41.25,NA,0.042232,NA,NA,NA,NA,NA,NA
"Maryland","Dorchester",41,40.25,0.214043,0.046433,5.934181,NA,NA,NA,NA,NA
"Maryland","Frederick",44,42.5,NA,0.04636,NA,NA,NA,NA,NA,NA
"Maryland","Garrett",37,38,0.296931,0.040863,5.573034,NA,2.675771,0.087596,2.059313,0.114029
"Maryland","Harford",44,41.75,NA,0.0475895,7.028045,NA,NA,NA,NA,NA
"Maryland","Howard",30,34.5,NA,NA,7.442135,NA,16.410629,13.512752,29.973682,0.269496
"Maryland","Kent",40,39.75,NA,0.046183,5.950712,NA,NA,NA,NA,NA
"Maryland","Montgomery",39,39.25,NA,0.044131,6.081461,NA,NA,NA,NA,NA
"Maryland","Prince George's",43,41.5,0.118831,0.0443956666666667,7.165266,9.672269,10.496188,1.179336,6.668832,0.161079
"Maryland","Washington",40,40.25,NA,0.043314,6.950141,NA,NA,NA,NA,NA
"Maryland","Baltimore (City)",42,42.25,NA,0.045608,8.455556,13.483333,11.906253,6.152712,18.108351,NA
"Massachusetts","Barnstable",36,36.25,NA,0.041292,NA,NA,NA,NA,NA,NA
"Massachusetts","Berkshire",37,33,NA,0.040318,5.94828366666667,NA,NA,NA,NA,NA
"Massachusetts","Bristol",40,38.75,0.484043,0.042765,6.70495,NA,NA,NA,NA,NA
"Massachusetts","Dukes",38,36.75,NA,0.044742,NA,NA,NA,NA,NA,NA
"Massachusetts","Essex",37,37.5,NA,0.0401295,6.1060385,NA,5.332382,1.193782,5.724585,NA
"Massachusetts","Franklin",37,35.75,NA,0.03934,6.579037,NA,NA,NA,NA,NA
"Massachusetts","Hampden",39,38.25,0.279044,0.041771,6.1698415,NA,7.4293035,3.832266,11.298073,0.326651
"Massachusetts","Hampshire",38,36.75,0.119587,0.041333,5.512931,6.017241,1.827738,0.109063,2.096545,NA
"Massachusetts","Middlesex",37,34.5,NA,0.0380425,6.944729,NA,10.466739,9.522757,19.991911,NA
"Massachusetts","Norfolk",34,34.75,NA,0.040874,NA,NA,3.483356,1.339063,4.86987,NA
"Massachusetts","Plymouth",37,36,NA,0.041864,6.757602,NA,NA,NA,NA,NA
"Massachusetts","Suffolk",38,43.25,0.308091,0.033721,6.464429,9.885965,12.5894123333333,5.83784566666667,18.5587186666667,0.1822595
"Massachusetts","Worcester",40,38.5,0.333798,0.0400775,8.24322,12.672414,10.493198,6.87064,17.385816,0.266405
"Michigan","Allegan",38,39.5,NA,0.041633,7.042056,NA,NA,NA,NA,NA
"Michigan","Bay",26,27.25,NA,NA,6.785,NA,NA,NA,NA,NA
"Michigan","Benzie",36,37.75,NA,0.037424,NA,NA,NA,NA,NA,NA
"Michigan","Berrien",39,39.5,NA,0.041596,NA,NA,NA,NA,NA,NA
"Michigan","Cass",39,40.5,NA,0.042361,NA,NA,NA,NA,NA,NA
"Michigan","Chippewa",32,32.5,NA,NA,8.137931,NA,NA,NA,NA,NA
"Michigan","Clinton",35,38.25,NA,0.03786,NA,NA,NA,NA,NA,NA
"Michigan","Genesee",38,38,NA,0.039292,7.280757,NA,NA,NA,NA,NA
"Michigan","Huron",36,37.25,NA,0.037845,NA,NA,NA,NA,NA,NA
"Michigan","Ingham",35,37,0.843166,0.037261,7.122857,NA,6.908433,2.126272,9.034813,NA
"Michigan","Kalamazoo",38,39,NA,0.04066,6.826563,NA,NA,NA,NA,NA
"Michigan","Kent",36,38.25,0.398981,0.0369845,7.198214,15.947368,NA,2.894892,NA,0.41712
"Michigan","Keweenaw",8,9,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","Lenawee",39,39.25,NA,0.041096,8.439944,NA,NA,NA,NA,NA
"Michigan","Macomb",38,39.5,NA,0.0399785,7.3,NA,NA,NA,NA,NA
"Michigan","Manistee",35,34.25,NA,0.038008,4.981633,NA,NA,NA,NA,NA
"Michigan","Mason",35,37,NA,0.036559,NA,NA,NA,NA,NA,NA
"Michigan","Missaukee",35,35.75,NA,0.037742,5.787156,NA,1.074297,0.359755,1.432905,NA
"Michigan","Monroe",1,1.75,0.63688,NA,NA,18.377732,NA,NA,NA,NA
"Michigan","Muskegon",38,39.5,NA,0.040172,NA,NA,NA,NA,NA,NA
"Michigan","Oakland",38,39.5,NA,0.041402,7.757759,NA,NA,NA,NA,NA
"Michigan","Ottawa",35,28.75,0.567226,0.041367,8.263793,12.824561,5.650338,1.408349,7.143806,NA
"Michigan","St. Clair",40,39.25,1.84822,0.041398,7.623077,NA,NA,NA,NA,NA
"Michigan","Schoolcraft",31,30.25,NA,0.037004,4.200578,NA,NA,NA,NA,NA
"Michigan","Tuscola",33,33.75,NA,0.039377,NA,NA,NA,NA,NA,NA
"Michigan","Washtenaw",40,40,NA,0.040051,8.599457,NA,NA,NA,NA,NA
"Michigan","Wayne",53,52.75,1.1536265,0.038469,9.831329375,19.9784494285714,13.6277046666667,7.1720915,19.9486845714286,0.376220666666667
"Michigan","Wexford",34,34.5,NA,0.039353,NA,NA,NA,NA,NA,NA
"Minnesota","Anoka",37,37.5,0.327173,0.034929,6.703714,11.985632,6.67489,1.501338,8.846151,0.243343
"Minnesota","Becker",28,29.5,NA,0.035921,5.157183,NA,NA,NA,NA,NA
"Minnesota","Beltrami",20,20.25,NA,NA,5.981818,NA,NA,NA,NA,NA
"Minnesota","Carlton",27,27.5,NA,0.03473,3.145349,NA,NA,NA,NA,NA
"Minnesota","Cass",13,NA,NA,NA,4.153143,NA,NA,NA,NA,NA
"Minnesota","Cook",17,16.75,NA,NA,4.393713,NA,NA,NA,NA,NA
"Minnesota","Crow Wing",28,29,NA,0.036674,4.316992,NA,NA,NA,NA,NA
"Minnesota","Dakota",28,29.25,0.651289,NA,6.906285,NA,6.60440933333333,2.85463766666667,9.45185033333333,0.253073666666667
"Minnesota","Goodhue",37,35.75,NA,0.039505,NA,NA,NA,NA,NA,NA
"Minnesota","Hennepin",42,43.25,1.177998,0.03361,7.762774,22.78343925,13.869946,8.328826,20.993834,0.420383
"Minnesota","Lake",27,27,NA,0.036084,4.234384,11.388889,NA,NA,NA,NA
"Minnesota","Lyon",32,31.5,NA,0.037656,5.908547,NA,NA,NA,NA,NA
"Minnesota","Mille Lacs",32,31.25,NA,0.035909,NA,NA,NA,NA,NA,NA
"Minnesota","Olmsted",36,36,NA,0.037904,7.618942,NA,NA,NA,NA,NA
"Minnesota","Ramsey",30,31,NA,NA,7.7760295,22.849237,NA,NA,NA,0.32281
"Minnesota","Saint Louis",34,34,NA,0.033768,5.678528,20.7334655,NA,NA,NA,NA
"Minnesota","Scott",36,34,NA,0.038017,6.822254,NA,NA,NA,NA,NA
"Minnesota","Stearns",32,32.25,NA,0.036951,5.51,NA,NA,NA,NA,NA
"Minnesota","Washington",30,37,0.691143,0.033897,10.0305555,18.5845665,NA,NA,NA,NA
"Minnesota","Winona",15,16.75,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","Wright",34,34.25,NA,0.038846,5.50904,NA,NA,NA,NA,NA
"Mississippi","Bolivar",43,39.75,NA,0.042344,9.057851,NA,NA,NA,NA,NA
"Mississippi","DeSoto",39,39.5,NA,0.041226,8.234066,NA,NA,NA,NA,NA
"Mississippi","Forrest",35,35.25,NA,NA,8.846369,NA,NA,NA,NA,NA
"Mississippi","Hancock",37,36.75,NA,0.039938,7.555068,NA,NA,NA,NA,NA
"Mississippi","Harrison",41,38.5,NA,0.040893,9.220386,NA,NA,NA,NA,NA
"Mississippi","Hinds",44,43.5,0.41501,0.0381795,9.6229875,18.909091,7.014041,2.638559,NA,0.137375
"Mississippi","Jackson",39,36.25,0.94725,0.040604,8.629834,NA,3.932773,0.850712,4.784119,NA
"Mississippi","Lauderdale",36,36,NA,0.0385,NA,NA,NA,NA,NA,NA
"Mississippi","Lee",39,37.75,NA,0.041117,NA,NA,NA,NA,NA,NA
"Mississippi","Yalobusha",33,31.75,NA,0.037348,NA,NA,NA,NA,NA,NA
"Missouri","Andrew",40,41,NA,0.042407,NA,NA,NA,NA,NA,NA
"Missouri","Boone",38,39,NA,0.039627,NA,NA,NA,NA,NA,NA
"Missouri","Buchanan",33,34.75,NA,NA,8.060912,27.712166,NA,NA,NA,NA
"Missouri","Callaway",39,39.25,NA,0.041107,NA,NA,NA,NA,NA,NA
"Missouri","Cass",37,37.5,NA,0.042386,6.265753,NA,NA,NA,NA,NA
"Missouri","Cedar",39,38,NA,0.040563,7.53432,NA,NA,NA,NA,NA
"Missouri","Clay",40,39.25,NA,0.0434863333333333,6.16584,NA,NA,NA,NA,NA
"Missouri","Clinton",42,42,NA,0.043741,NA,NA,NA,NA,NA,NA
"Missouri","Franklin",1,2,0.5146555,NA,NA,NA,NA,NA,NA,NA
"Missouri","Greene",39,39,NA,0.0411725,7.193093,12.022857,NA,NA,NA,NA
"Missouri","Iron",17,16.5,1.35173125,NA,NA,NA,NA,NA,NA,NA
"Missouri","Jackson",38,38.25,1.191312,NA,8.7597915,24.9918355,10.428301,5.774607,16.2407285,0.271839
"Missouri","Jasper",37,35.75,NA,0.041951,NA,22.10119,NA,NA,NA,NA
"Missouri","Jefferson",39,37.75,0.494879666666667,0.042549,6.582043,11.787115,NA,NA,NA,NA
"Missouri","Lincoln",40,40.5,NA,0.042057,NA,NA,NA,NA,NA,NA
"Missouri","Monroe",35,34.75,0.941965,0.040551,NA,10.652055,1.955764,1.010321,2.794911,NA
"Missouri","New Madrid",131,NA,18.008458,NA,NA,NA,NA,NA,NA,NA
"Missouri","Perry",40,41.25,NA,0.042504,NA,NA,NA,NA,NA,NA
"Missouri","Saint Charles",36,35.25,0.5981245,0.043362,NA,NA,NA,NA,NA,NA
"Missouri","Sainte Genevieve",38,40.25,NA,0.041344,NA,NA,NA,NA,NA,NA
"Missouri","Saint Louis",43,43,1.321243,0.042461,8.555172,NA,9.691502,6.619956,16.405178,NA
"Missouri","Stoddard",21,23.25,NA,NA,NA,NA,NA,NA,NA,NA
"Missouri","Taney",18,28,NA,NA,NA,NA,NA,NA,NA,NA
"Missouri","St. Louis City",47,46.25,0.480486,0.037709,9.261193,22.0499645,10.3381175,5.3458055,15.6286945,0.2632845
"Montana","Cascade",21,25,NA,NA,NA,NA,NA,NA,NA,NA
"Montana","Fergus",37,38.75,NA,0.042139,3.802247,7.464589,0.678775,0.124345,0.937478,NA
"Montana","Flathead",37,38,NA,0.037221,6.662117,17.6334316666667,NA,NA,NA,NA
"Montana","Gallatin",25,24.5,NA,NA,0.915,NA,1.693643,1.69954,3.42061,0.206166
"Montana","Lake",7,7,NA,NA,NA,NA,NA,NA,NA,NA
"Montana","Lewis and Clark",40,42,0.291077,0.040972,4.2655365,NA,NA,0.05734,NA,0.113579
"Montana","Lincoln",36,39.75,NA,NA,11.614164,16.276056,NA,NA,NA,NA
"Montana","Missoula",40,50.5,NA,NA,7.7311295,16.947075,NA,NA,NA,NA
"Montana","Phillips",34,33.75,NA,0.039407,4.047397,7.473829,0.692768,0.041911,0.798075,NA
"Montana","Powder River",38,38.5,NA,0.042931,5.133141,16.723647,0.822619,0.037075,1.226871,NA
"Montana","Powell",6,7.5,NA,NA,NA,NA,NA,NA,NA,NA
"Montana","Ravalli",14,22.25,NA,NA,4.612672,NA,NA,NA,NA,NA
"Montana","Richland",37,37.5,0.428203,0.042211,4.437815,9.766571,1.175173,0.07418,1.479428,NA
"Montana","Roosevelt",10,11,NA,NA,NA,NA,NA,NA,NA,NA
"Montana","Rosebud",36,37.5,NA,0.041069,4.297695,11.190476,0.661444,0.023329,0.764392,NA
"Montana","Sanders",25,22.75,NA,NA,NA,12.06414,NA,NA,NA,NA
"Montana","Sheridan",14,13.25,NA,NA,NA,NA,NA,NA,NA,NA
"Montana","Silver Bow",20,24.25,NA,NA,5.278711,20.115702,NA,NA,NA,NA
"Montana","Yellowstone",21,23.75,0.749731,NA,6.004795,NA,NA,NA,NA,NA
"Nebraska","Cass",13,18,NA,NA,NA,15.663793,NA,NA,NA,NA
"Nebraska","Douglas",38,41.25,0.452377333333333,0.036138,6.704666,19.147101,NA,1.362876,NA,0.2798805
"Nebraska","Hall",19,21.75,NA,NA,5.064948,NA,NA,NA,NA,NA
"Nebraska","Knox",35,35,NA,0.040873,NA,NA,NA,NA,NA,NA
"Nebraska","Lancaster",31,32.75,0.480871,0.038,6.344068,NA,NA,NA,NA,NA
"Nebraska","Sarpy",29,33.5,NA,NA,7.838857,NA,NA,NA,NA,NA
"Nebraska","Scotts Bluff",19,20.75,NA,NA,4.835398,NA,NA,NA,NA,NA
