"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Arizona","Pinal","04","021","2020-01-29",42,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-01-30",39,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-01-31",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-01",40,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-02",42,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-03",41,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-04",37,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-05",35,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-06",40,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-07",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-08",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-09",41,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-10",36,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-11",39,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-12",41,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-13",43,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-14",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-15",49,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-16",67,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-17",67,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-18",61,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-19",71,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-20",49,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-21",34,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-22",31,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-23",42,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-24",46,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-25",45,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-26",41,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-27",39,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-02-28",38,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-02",40,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-03",40,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-04",43,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-05",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-06",46,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-07",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-08",39,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-09",41,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-10",30,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-11",20,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-12",31,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-13",34,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-14",35,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-15",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-16",48,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-17",39,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-18",38,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-19",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-20",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-21",54,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-22",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-23",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-24",47,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-25",49,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-26",44,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-27",48,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-28",47,"Good","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-29",54,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-30",64,"Moderate","Ozone","04-021-8001",1
"Arizona","Pinal","04","021","2020-03-31",46,"Good","Ozone","04-021-8001",1
"Arizona","Santa Cruz","04","023","2020-01-01",165,"Unhealthy","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-02",15,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-03",65,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-04",85,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-05",105,"Unhealthy for Sensitive Groups","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-06",64,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-07",66,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-08",64,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-09",38,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-10",37,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-11",59,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-12",87,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-13",63,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-14",60,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-15",63,"Moderate","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-16",52,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-17",47,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-18",61,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-19",60,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-20",56,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-21",20,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-22",9,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-23",17,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-24",53,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-25",61,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-26",66,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-27",35,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-28",38,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-29",39,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-30",19,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-01-31",22,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-01",62,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-02",73,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-03",34,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-04",22,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-05",22,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-06",45,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-07",56,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-08",62,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-09",37,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-10",6,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-11",16,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-12",39,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-13",54,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-14",62,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-15",59,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-16",67,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-17",42,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-18",52,"Moderate","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-19",52,"Moderate","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-20",36,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-21",30,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-22",13,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-23",6,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-24",18,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-25",18,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-26",14,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-27",36,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-28",48,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-02-29",31,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-01",13,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-02",16,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-03",9,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-04",19,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-05",27,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-06",19,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-07",23,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-08",9,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-09",12,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-10",12,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-11",6,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-12",2,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-13",6,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-14",19,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-15",42,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-16",27,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-17",24,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-18",8,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-19",12,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-20",30,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-21",32,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-22",51,"Moderate","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-23",22,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-24",30,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-25",27,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-26",17,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-27",11,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-28",22,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-29",28,"Good","PM2.5","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-30",25,"Good","PM10","04-023-0004",1
"Arizona","Santa Cruz","04","023","2020-03-31",24,"Good","PM10","04-023-0004",1
"Arizona","Yavapai","04","025","2020-01-01",31,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-02",37,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-03",36,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-04",37,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-05",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-06",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-07",31,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-08",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-09",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-10",35,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-11",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-12",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-13",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-14",41,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-15",36,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-16",37,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-17",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-18",48,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-19",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-20",32,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-21",32,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-22",35,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-23",37,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-24",31,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-25",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-26",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-27",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-28",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-29",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-30",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-01-31",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-01",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-02",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-03",48,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-04",37,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-05",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-06",35,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-07",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-08",43,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-09",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-10",33,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-11",36,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-12",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-13",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-14",41,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-15",44,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-16",47,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-17",47,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-18",43,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-19",47,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-20",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-21",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-22",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-23",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-24",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-25",45,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-26",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-27",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-28",37,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-02-29",44,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-01",44,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-02",40,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-03",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-04",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-05",41,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-06",45,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-07",47,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-08",43,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-09",43,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-10",36,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-11",25,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-12",35,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-13",36,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-14",35,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-15",39,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-16",46,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-17",38,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-18",44,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-19",42,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-20",45,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-21",45,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-22",45,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-23",41,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-24",46,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-25",50,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-26",48,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-27",44,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-28",44,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-29",48,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-30",46,"Good","Ozone","04-025-8034",1
"Arizona","Yavapai","04","025","2020-03-31",44,"Good","Ozone","04-025-8034",1
"Arizona","Yuma","04","027","2020-01-01",54,"Moderate","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-02",35,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-03",31,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-04",31,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-05",33,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-06",34,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-07",33,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-08",34,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-09",40,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-10",33,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-11",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-12",39,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-13",40,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-14",40,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-15",49,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-16",38,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-17",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-18",38,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-19",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-20",43,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-21",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-22",38,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-23",36,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-24",32,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-25",35,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-26",41,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-27",34,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-28",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-29",56,"Moderate","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-30",36,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-01-31",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-01",50,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-02",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-03",94,"Moderate","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-04",39,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-05",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-06",52,"Moderate","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-07",44,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-08",44,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-09",40,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-10",31,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-11",36,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-12",38,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-13",40,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-14",43,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-15",50,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-16",47,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-17",46,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-18",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-19",43,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-20",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-21",43,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-22",40,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-23",40,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-24",42,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-25",41,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-26",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-27",37,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-28",42,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-02-29",47,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-01",47,"Good","PM10","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-02",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-03",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-04",42,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-05",39,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-06",46,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-07",45,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-08",38,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-09",36,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-10",19,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-11",20,"Good","PM2.5","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-12",28,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-13",35,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-14",33,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-15",41,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-16",34,"Good","Ozone","04-027-8011",1
"Arizona","Yuma","04","027","2020-03-17",41,"Good","Ozone","04-027-8011",1
