"id","state","county","population","area","annual_AQI","SO2","O3","PM2.5","PM10","NO2","NO","NOx","CO","incomePerCapita","hospitalExpenditure","healthExpenditure","density"
48479,"Texas","Webb",276652,3375.67,41,NA,0.035713,10.7085724,23.3389345,NA,NA,NA,0.218215,21423,0,12641,81.9546934386359
48481,"Texas","Wharton",41556,1094.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,29861,12889,2214,37.967675032663
48483,"Texas","Wheeler",5056,915.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,40572,7090,229,5.52332885436808
48485,"Texas","Wichita",132230,633.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,34889,5330,5323,208.880955389865
48487,"Texas","Wilbarger",12769,978.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,29890,13879,2,13.0541015784739
48489,"Texas","Willacy",21358,784.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,20765,245,387,27.2329682379793
48491,"Texas","Williamson",590551,1136.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,35659,0,46211,519.622525296964
48493,"Texas","Wilson",51070,808.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,29455,6347,214,63.1554214483577
48495,"Texas","Winkler",8010,841.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,32488,3798,252,9.52109260778091
48497,"Texas","Wise",69984,922.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,29918,0,1271,75.8354644358719
48499,"Texas","Wood",45539,695.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,26537,63,147,65.44182102979
48501,"Texas","Yoakum",8713,799.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,35320,8460,276,10.8941097037972
48503,"Texas","Young",18010,930.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36111,7363,107,19.3468686217639
48505,"Texas","Zapata",14179,1058.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,17637,0,360,13.3994216484908
48507,"Texas","Zavala",11840,1301.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,15815,0,241,9.09495936458189
49001,"Utah","Beaver",6710,2592.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,27240,2104,141,2.58830518085349
49003,"Utah","Box Elder",56046,6729.45,40,NA,0.044064375,6.12818744444444,NA,6.49171925,1.517334,5.354951,NA,25898,0,1260,8.32846666518066
49005,"Utah","Cache",128289,1173.17,44,NA,0.04570575,7.525128,16.1209865,7.876633,1.164335,5.188685,NA,22874,0,8238,109.352438265554
49007,"Utah","Carbon",20463,1484.69,46,NA,0.049512,NA,NA,3.996318,0.401055,2.63777,NA,28730,0,3383,13.7826751712479
49009,"Utah","Daggett",950,723.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19941,0,50,1.31378785783432
49011,"Utah","Davis",355481,633.57,44,NA,0.04368325,5.83662488888889,13.041667,17.958274,4.189554,15.662477,NA,31518,0,12305,561.076124185173
49013,"Utah","Duchesne",19938,3256.29,48,NA,0.0502705,6.1367546,NA,7.0380495,0.9456365,5.1796225,NA,32996,18740,3002,6.1229190274822
49015,"Utah","Emery",10012,4461.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,23572,11,495,2.24392233679903
49017,"Utah","Garfield",5051,5208.5,41,NA,0.045908,NA,NA,NA,NA,NA,NA,24167,0,379,0.969760967649035
49019,"Utah","Grand",9754,3694.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,25852,185,1011,2.64028368026419
49021,"Utah","Iron",54839,3302.12,42,NA,0.04437575,4.340933,NA,12.554802,3.957966,10.150734,NA,21103,0,356,16.6072099136312
49023,"Utah","Juab",12017,3406.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,22374,0,5,3.52770911738285
49025,"Utah","Kane",7886,4108.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,29663,6099,615,1.91938859952295
49027,"Utah","Millard",13188,6828.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,26397,0,1567,1.9313144448789
49029,"Utah","Morgan",12124,610.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,28071,0,5,19.849702843858
49031,"Utah","Piute",1479,765.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,25341,0,24,1.93128843969131
49033,"Utah","Rich",2483,1086.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,26465,0,90,2.28561434515262
49035,"Utah","Salt Lake",1160437,807.83,51,0.678480107142857,0.04042996875,6.73740095,18.79656725,20.8930402222222,9.0584415,23.6321294444444,0.252680833333333,35805,0,63037,1436.48663703997
49037,"Utah","San Juan",15308,7933.64,44,NA,0.04773,NA,NA,NA,NA,NA,NA,17170,0,1009,1.9295052460157
49039,"Utah","Sanpete",30939,1602.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,19329,8955,389,19.304178547585
49041,"Utah","Sevier",21620,1918.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,23081,0,4656,11.2697494279117
49043,"Utah","Summit",42145,1882.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,59216,0,2996,22.3919453816115
49045,"Utah","Tooele",72259,7287.73,43,NA,0.0450955,5.382322,NA,5.79744,0.619883,3.977956,NA,24742,0,1851,9.91515876685882
49047,"Utah","Uintah",35734,4499.21,49,0.0452215,0.0479499166666667,2.67181754545455,4.75086766666667,4.053107,0.595152666666667,2.89172916666667,1.292191,29534,0,4163,7.94228320082859
49049,"Utah","Utah",636235,2141.06,46,NA,0.044884875,5.69205022727273,17.011204,12.85853725,2.5235175,10.3685525,0.102873,21668,0,18923,297.158883917312
49051,"Utah","Wasatch",34091,1209.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,26838,0,1513,28.1920875922067
49053,"Utah","Washington",177556,2430.07,44,NA,0.047415625,4.5339322,NA,5.990773,0.658103,3.430897,NA,24014,0,840,73.0662079693177
49055,"Utah","Wayne",2711,2466.61,7,NA,NA,NA,NA,NA,NA,NA,NA,23610,0,28,1.09907930317318
49057,"Utah","Weber",260213,659.49,42,NA,0.0426395,6.19468716666667,15.242784,20.36289725,7.6328875,20.796964,0.14540675,29669,0,5134,394.567013904684
50001,"Vermont","Addison",36777,808.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,34771,0,215,45.4901912277664
50003,"Vermont","Bennington",35470,677.72,35,NA,0.03868575,5.6390156,NA,NA,NA,NA,NA,40758,0,99,52.3372484211769
50005,"Vermont","Caledonia",29993,657.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,30777,0,226,45.6000851400249
50007,"Vermont","Chittenden",163774,619.62,37,0.1563022,0.038568,4.94160735714286,7.115527,8.9640745,1.1567535,8.070305,0.22545475,42594,0,412,264.313611568381
50009,"Vermont","Essex",6163,673.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764,16,38,9.14622382500037
50011,"Vermont","Franklin",49402,692.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,32261,0,331,71.3221493950856
50013,"Vermont","Grand Isle",7235,194.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,35021,0,11,37.167368745505
50015,"Vermont","Lamoille",25362,463.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,38352,0,712,54.7219884782186
50017,"Vermont","Orange",28892,691.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,31354,0,616,41.7532551989248
50019,"Vermont","Orleans",27037,720.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,29780,0,95,37.5341857204337
50021,"Vermont","Rutland",58191,944.43,36,0.485577,0.037867,6.86450855555556,12.04918,11.32882,4.120314,10.936806,0.1789895,35664,0,201,61.6149423461771
50023,"Vermont","Washington",58409,695.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,39146,0,1620,83.9414799591854
50025,"Vermont","Windham",42222,798.18,8,NA,NA,NA,NA,NA,NA,NA,NA,37105,0,609,52.8978425918966
50027,"Vermont","Windsor",55062,976.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,40645,0,571,56.4107817926626
51001,"Virginia","Accomack",32316,1310.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,24342,0,753,24.6653131630768
51003,"Virginia","Albemarle",109330,726.24,40,NA,0.04297225,6.393103,NA,NA,NA,NA,NA,45275,0,6626,150.542520378938
51005,"Virginia","Alleghany",14860,446.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,27793,0,4287,33.2490546618039
51007,"Virginia","Amelia",13145,358.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,32228,0,96,36.6595086036199
51009,"Virginia","Amherst",31605,478.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,27396,0,159,66.0073933292955
51011,"Virginia","Appomattox",15911,334.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,28410,0,88,47.5309932785661
51013,"Virginia","Arlington",236842,25.97,38,NA,0.04679825,7.7358605,NA,15.0328485,3.290005,13.193612,0.2945175,68270,0,27744,9119.83057373893
51015,"Virginia","Augusta",75558,972.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,31161,0,11138,77.7121816760604
51017,"Virginia","Bath",4147,534.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,34864,0,165,7.75734675171627
51019,"Virginia","Bedford",78997,769.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,35934,0,14189,102.678849953208
51021,"Virginia","Bland",6280,358.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,24923,0,83,17.5057144450019
51023,"Virginia","Botetourt",33419,545.98,0,0.50458,NA,NA,NA,NA,NA,NA,NA,38127,0,681,61.2092018022638
51025,"Virginia","Brunswick",16231,569.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,22312,0,147,28.5054443273621
51027,"Virginia","Buchanan",21004,503.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,26194,0,426,41.682873586029
51029,"Virginia","Buckingham",17148,583.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,22317,0,225,29.3831391363948
51031,"Virginia","Campbell",54885,507.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,29445,0,1776,108.194685380855
51033,"Virginia","Caroline",30725,538.94,39,NA,0.04251425,NA,NA,NA,NA,NA,NA,30241,0,111,57.01005677812
51035,"Virginia","Carroll",29791,477.84,9,NA,NA,NA,9.311475,NA,NA,NA,NA,25488,0,200,62.3451364473464
51036,"Virginia","Charles City",6963,203.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,32615,0,160,34.1490926924963
51037,"Virginia","Charlotte",11880,477.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,23814,0,88,24.8816654798308
51041,"Virginia","Chesterfield",352802,438.43,39,NA,0.0435995,6.724786,NA,NA,NA,NA,NA,41888,0,27309,804.694021850695
51043,"Virginia","Clarke",14619,178.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,39606,174,217,82.037037037037
51045,"Virginia","Craig",5131,330.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,27896,0,45,15.5451873844942
51047,"Virginia","Culpeper",52605,382.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,32703,0,278,137.594161958569
51049,"Virginia","Cumberland",9932,299.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,26151,0,139,33.1331732052309
51051,"Virginia","Dickenson",14318,334.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,22694,0,2801,42.7952296978211
51053,"Virginia","Dinwiddie",28544,507.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,31826,0,237,56.2953613127169
51057,"Virginia","Essex",10953,285.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,28383,0,0,38.3079182988248
51059,"Virginia","Fairfax",1147532,406.81,44,0.4881428,0.046307,8.28557722222222,8.736842,21.989544,12.052471,28.085316,0.370214,67909,0,144093,2820.80578156879
51061,"Virginia","Fauquier",71222,651.83,37,NA,0.040155,NA,NA,NA,NA,NA,NA,50854,0,0,109.264685577528
51063,"Virginia","Floyd",15749,381.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,25523,0,237,41.2828645573934
51065,"Virginia","Fluvanna",27270,290.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,32259,0,319,93.9599627881335
51067,"Virginia","Franklin",56042,711.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,30248,0,171,78.7549184935357
51069,"Virginia","Frederick",89313,415.66,38,NA,0.0418325,7.2783495,NA,NA,NA,NA,NA,34417,0,138,214.87032670933
51071,"Virginia","Giles",16720,360.97,41,6.173609,0.0469265,NA,NA,NA,NA,NA,NA,25769,0,357,46.3196387511427
51073,"Virginia","Gloucester",37348,288.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,32739,0,125,129.671550586765
51075,"Virginia","Goochland",23753,290.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,58642,0,4128,81.9040722733699
51077,"Virginia","Grayson",15550,445.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,22713,0,241,34.8709438701141
51079,"Virginia","Greene",19819,156.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,33141,0,336,126.251751815518
51081,"Virginia","Greensville",11336,296.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,21270,0,110,38.1902098844456
51083,"Virginia","Halifax",33911,824.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,24458,0,264,41.1516291487167
51085,"Virginia","Hanover",107766,474.11,41,NA,0.04532925,NA,NA,NA,NA,NA,NA,41119,0,12515,227.301681044483
51087,"Virginia","Henrico",330818,243.22,37,0.2505868,0.040433,6.83130666666667,10.4024936666667,10.252229,1.641736,7.610932,0.229505,44079,0,22333,1360.15952635474
51089,"Virginia","Henry",50557,384.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,27427,0,331,131.51843084207
51091,"Virginia","Highland",2190,415.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,29036,0,6,5.26594209868231
51093,"Virginia","Isle of Wight",37109,362.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,35659,0,493,102.287824912484
51095,"Virginia","James City",76523,179.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,45843,515,10396,425.766427418906
51097,"Virginia","King and Queen",7025,326.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,28972,0,317,21.5259690516317
51099,"Virginia","King George",26836,187.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,35321,0,277,142.889090037804
51101,"Virginia","King William",17148,285.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,34148,0,158,60.027304232156
51103,"Virginia","Lancaster",10603,231.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,45242,0,42,45.8290110650069
51105,"Virginia","Lee",23423,437.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,24297,0,184,53.5578725934056
51107,"Virginia","Loudoun",413538,521.14,37,NA,0.04516975,7.218333,NA,10.356552,1.796639,8.32088,NA,48789,0,20753,793.52573204897
51109,"Virginia","Louisa",37591,510.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,34033,0,549,73.5880821408296
51111,"Virginia","Lunenburg",12196,432.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,22379,0,191,28.2053654024052
51113,"Virginia","Madison",13261,321.81,41,NA,0.04699575,NA,NA,NA,NA,NA,NA,28511,0,517,41.2075448245859
51115,"Virginia","Mathews",8834,251.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,44502,0,94,35.0583379633304
51117,"Virginia","Mecklenburg",30587,679.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,26437,0,177,45.0245826831925
51119,"Virginia","Middlesex",10582,210.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,35382,0,73,50.2087682672234
51121,"Virginia","Montgomery",98535,389.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,25545,0,12866,253.01715283484
51125,"Virginia","Nelson",14930,474.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,34331,0,76,31.4753130665767
51127,"Virginia","New Kent",23091,223.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,32808,0,178,103.190776243464
51131,"Virginia","Northampton",11710,795.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,27083,0,215,14.7221523761629
51133,"Virginia","Northumberland",12095,285.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,33250,0,70,42.3375805096612
51135,"Virginia","Nottoway",15232,316.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,27417,0,132,48.1827096447664
51137,"Virginia","Orange",37051,343.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,31055,0,438,107.882017237363
51139,"Virginia","Page",23902,314.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,25166,0,480,76.0943618477603
51141,"Virginia","Patrick",17608,485.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,22598,0,454,36.2394006750638
51143,"Virginia","Pittsylvania",60354,978.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,26956,0,9302,61.6984083172325
51145,"Virginia","Powhatan",29652,262.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37320,0,223,112.994436399665
51147,"Virginia","Prince Edward",22802,353.87,35,NA,0.04127675,NA,NA,NA,NA,NA,NA,20703,0,273,64.4360923502981
51149,"Virginia","Prince George",38353,281.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,29986,0,189,136.220919907654
51153,"Virginia","Prince William",470335,349.05,36,NA,0.04503675,NA,NA,6.6949055,0.776371,5.049355,NA,40659,0,21618,1347.47170892422
51155,"Virginia","Pulaski",34027,329.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,29198,0,232,103.237257281553
51157,"Virginia","Rappahannock",7370,266.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,38274,0,154,27.6174773289365
51159,"Virginia","Richmond",9023,216.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,23456,0,285,41.6959334565619
51161,"Virginia","Roanoke",94186,250.84,37,0.420447,0.04452975,6.32521,NA,9.3619355,1.302357,6.736097,0.2185035,37324,0,20596,375.482379205868
51163,"Virginia","Rockbridge",22573,601.02,38,NA,0.041279,NA,NA,NA,NA,NA,NA,29712,0,6212,37.5578183754284
51165,"Virginia","Rockingham",81948,853.35,36,0.2565012,0.0427455,7.061983,NA,14.4776535,6.091361,14.82345,NA,28589,0,6562,96.0309368957638
51167,"Virginia","Russell",26586,476.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,23124,0,0,55.7615671798314
51169,"Virginia","Scott",21566,538.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,24737,0,535,40.0363865889429
51171,"Virginia","Shenandoah",43616,512.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,30340,0,372,85.0944279694085
51173,"Virginia","Smyth",30104,452.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,25352,0,337,66.5531802002962
51175,"Virginia","Southampton",17631,603.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,27242,0,188,29.2354121412108
51177,"Virginia","Spotsylvania",136215,412.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,37096,0,1210,330.378365268009
51179,"Virginia","Stafford",152882,279.55,39,NA,0.04390675,NA,8.533333,NA,NA,NA,NA,37255,0,1618,546.886066893221
51181,"Virginia","Surry",6422,310.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,27745,0,298,20.6947666924465
51183,"Virginia","Sussex",11159,492.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,25479,0,82,22.6413180213448
51185,"Virginia","Tazewell",40595,519.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,28810,0,14820,78.0808216806755
51187,"Virginia","Warren",40164,216.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,34650,0,0,185.64363300208
51191,"Virginia","Washington",53740,567.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,29907,0,287,94.6810197501718
51193,"Virginia","Westmoreland",18015,252.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,30681,0,217,71.3041757371858
51195,"Virginia","Wise",37383,404.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,26219,0,289,92.4040933359699
51197,"Virginia","Wythe",28684,464.63,41,NA,0.04410075,NA,NA,NA,NA,NA,NA,26287,0,506,61.7351440931494
51199,"Virginia","York",68280,215.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,44184,0,886,316.844547563805
51510,"Virginia","Alexandria",159428,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,70632,0,24402,10365.9297789337
51520,"Virginia","Bristol",16762,11.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,544,1446.24676445211
51530,"Virginia","Buena Vista",6478,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,78,948.462664714495
51540,"Virginia","Charlottesville",47266,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1822,4606.82261208577
51550,"Virginia","Chesapeake",244835,350.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,37025,171131,17392,697.694631254987
51570,"Virginia","Colonial Heights",17370,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,332,2229.78177150193
51580,"Virginia","Covington",5538,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,69,1247.2972972973
51590,"Virginia","Danville",40044,43.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,684,911.333636777424
51595,"Virginia","Emporia",5346,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,768.103448275862
51600,"Virginia","Fairfax City",24019,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3899.18831168831
51610,"Virginia","Falls Church",14617,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,206,7308.5
51620,"Virginia","Franklin City",7967,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,229,1031.99481865285
51630,"Virginia","Fredericksburg",29036,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15068,2760.07604562738
51640,"Virginia","Galax",6347,8.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,200,786.493184634449
51650,"Virginia","Hampton",134510,128.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,32608,0,3314,1046.28189172371
51660,"Virginia","Harrisonburg",53016,17.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,391,3013.98521887436
51670,"Virginia","Hopewell",22529,10.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,133,2101.58582089552
51678,"Virginia","Lexington",7446,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,131,2990.36144578313
51680,"Virginia","Lynchburg",82168,49.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12017,1650.9543901949
51683,"Virginia","Manassas",41085,10.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2094,4096.21136590229
51685,"Virginia","Manassas Park",17478,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,348,9550.81967213115
51690,"Virginia","Martinsville",12554,11.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,351,1140.2361489555
51700,"Virginia","Newport News",179225,119.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,30423,0,32659,1505.71284550113
51710,"Virginia","Norfolk",242742,96.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,33371,35163,26783,2520.68535825545
51720,"Virginia","Norton",3981,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,54,548.347107438017
51730,"Virginia","Petersburg",31346,23.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,116580,984,1349.95693367786
51735,"Virginia","Poquoson",12271,78.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,305,156.45798801479
51740,"Virginia","Portsmouth",94398,46.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,30029,0,10962,2024.83912483912
51750,"Virginia","Radford",18249,10.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,147,1790.87340529931
51760,"Virginia","Richmond City",230436,62.61,33,NA,NA,8.18458433333333,NA,18.2579535,8.183368,20.617385,0.36038,43011,7551,49839,3680.49832295161
51770,"Virginia","Roanoke City",99143,42.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,34482,0,1858,2309.41066853017
51775,"Virginia","Salem",25301,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49,1738.90034364261
51790,"Virginia","Staunton",24932,19.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,251,1261.74089068826
51800,"Virginia","Suffolk",92108,429.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,33751,0,1269,214.658929362138
51810,"Virginia","Virginia Beach",449974,497.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,42821,0,36592,904.743138634764
51820,"Virginia","Waynesboro",22630,14.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,408,1609.53058321479
51830,"Virginia","Williamsburg",14954,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,372,1710.98398169336
51840,"Virginia","Winchester",28078,9.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2288,3009.43193997856
53001,"Washington","Adams",19983,1929.73,13,NA,NA,NA,NA,NA,NA,NA,NA,26257,13562,1348,10.3553346841268
53003,"Washington","Asotin",22582,640.69,27,NA,NA,NA,NA,NA,NA,NA,NA,30198,0,2216,35.246375001951
53005,"Washington","Benton",204390,1760.19,37,NA,0.04472325,NA,11.8585865,NA,NA,NA,NA,34448,55950,17294,116.118146336475
53007,"Washington","Chelan",77200,2993.87,24,0.2368085,NA,NA,NA,NA,NA,NA,NA,32714,23199,1123,25.7860227731999
53009,"Washington","Clallam",77331,2676.14,34,0.05345725,0.0342845,NA,NA,NA,0.048836,NA,0.1004005,32993,87947,3226,28.8964702892973
53011,"Washington","Clark",488241,656.26,31,NA,0.033971,7.1031624,NA,NA,NA,NA,NA,34426,0,25195,743.974948953159
53013,"Washington","Columbia",3985,873.52,17,NA,NA,NA,NA,NA,NA,NA,NA,33067,6610,182,4.56200201483652
53015,"Washington","Cowlitz",110593,1166.41,18,NA,NA,NA,NA,NA,NA,NA,NA,28076,0,10705,94.8148592690392
53017,"Washington","Douglas",43429,1848.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,27260,0,6746,23.4911345024179
53019,"Washington","Ferry",7627,2257.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,21520,5000,773,3.37857592161101
53021,"Washington","Franklin",95222,1265.38,16,NA,NA,NA,NA,NA,NA,NA,NA,22106,0,1064,75.2517030457254
53023,"Washington","Garfield",2225,718.18,17,NA,NA,NA,NA,NA,NA,NA,NA,26397,3097,367,3.09810910913699
53025,"Washington","Grant",97733,2791.37,18,NA,NA,NA,NA,NA,NA,NA,NA,24733,57906,13188,35.0125565582492
53027,"Washington","Grays Harbor",75061,2224.59,20,NA,NA,NA,NA,NA,NA,NA,NA,26793,4163,10856,33.7414984334192
53029,"Washington","Island",85141,517.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,35909,34541,4103,164.558650147858
53031,"Washington","Jefferson",32221,2178.03,19,NA,NA,NA,NA,NA,NA,NA,NA,41546,20831,3167,14.7936437973765
53033,"Washington","King",2252782,2306.77,40,0.904139,0.0323260625,6.50276874358974,10.07767,20.756184,14.315361,41.705243,0.3148815,57710,416557,307509,976.595846139841
53035,"Washington","Kitsap",271473,565.98,18,NA,NA,4.7534882,NA,NA,NA,NA,NA,41521,0,24930,479.651224424891
53037,"Washington","Kittitas",47935,2333.24,23,NA,NA,6.9915978,NA,NA,NA,NA,NA,28841,27868,3524,20.5443932042996
53039,"Washington","Klickitat",22425,1904.29,20,NA,NA,NA,NA,NA,NA,NA,NA,29949,15250,1006,11.776042514533
53041,"Washington","Lewis",80707,2436.43,20,NA,NA,NA,NA,NA,NA,NA,NA,27618,6287,4722,33.125105174374
53043,"Washington","Lincoln",10939,2339.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,27108,17285,1322,4.6753058032089
